what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1335943861203
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1335943861230
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1335943861258
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1335943861269
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1335943861284
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1335943861297
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1335943861298
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1335943861325
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1335943861325
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1335943861341
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1335943861352
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1335943861368
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1335943861384
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1335943861396
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1335943861406
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1335943861416
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1335943861434
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1335943861450
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1335943861463
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1335943861480
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1335943861495
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1335943861507
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1335943861507
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1335943861522
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1335943861538
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1335943861553
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1335943861554
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1335943861569
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1335943861581
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1335943861594
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1335943861599
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1335943861624
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1335943861640
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1335943861654
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1335943861675
os,sysinfo,,,"win32",1335943861678
arch,sysinfo,,,"x86_64",1335943861678
ws,sysinfo,,,"win32",1335943861678
locale,sysinfo,,,"nl_NL",1335943861678
processors,sysinfo,,,"8",1335943861678
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1335943861678
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1335943861678
java.specification.name,sysinfo,,,"Java Platform API Specification",1335943861678
java.specification.vendor,sysinfo,,,"Oracle Corporation",1335943861678
java.specification.version,sysinfo,,,"1.7",1335943861678
java.vendor,sysinfo,,,"Oracle Corporation",1335943861678
java.version,sysinfo,,,"1.7.0_02",1335943861678
java.vm.info,sysinfo,,,"mixed mode",1335943861678
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1335943861678
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1335943861678
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1335943861678
java.vm.specification.version,sysinfo,,,"1.7",1335943861678
java.vm.vendor,sysinfo,,,"Oracle Corporation",1335943861678
java.vm.version,sysinfo,,,"22.0-b10",1335943861678
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1335943861696
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1335948616919
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1335948617719
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335948621791
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335948623958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335948624144
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1335948624152
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1335948624152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335948628737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335951543123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335951549563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336049210106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336049212733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336054283937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336054326023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336127817900
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336127818928
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336652389282
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1336652394290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336652401537
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336652403704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336652406510
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336652407355
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336652408933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336652554609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336652555558
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336652627446
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336652630023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336652631258
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336652632744
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1336652638189
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1336652638334
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1336652638384
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1336652638648
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1336652638850
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1336652638896
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1336652638974
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1336652638974
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1336652639164
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1336652639304
