what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334596578961
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334596581381
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334597334098
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334597337742
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1334597380472
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334597382602
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334597386019
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334597440071
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334597507927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334597508785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334597518910
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334597528432
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1334597588145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334597590186
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334597620095
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334597621463
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334597684913
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334597726208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334597726608
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334597726923
