what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1351603492530
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351603571173
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351603617356
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351603627084
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351603702795
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1351603717465
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1351603717480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351603719358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351603720061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351603733931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351603737580
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351603742458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351603748492
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1351603763035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351603783146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351603784827
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351603805865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351604483080
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351604488353
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605426123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605427348
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605428419
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1351605432548
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1351605451331
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605457971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605459206
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605459764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605469949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605500747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605500858
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605594468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605594798
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605598721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605598832
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605601957
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605632026
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605633508
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1351605636307
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1351605636660
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605663432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605665602
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605687963
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605688263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605688807
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605689166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605726463
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605732217
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605733158
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605733664
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605734009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605734373
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605734614
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605735226
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351605735553
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605741272
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605746114
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1351605759758
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1351605759899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605760504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605761441
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605762631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605828982
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605829495
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605830271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605846182
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351605846284
