what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344556054368
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344556054494
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556055294
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556075882
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344556078881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344556079029
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556079439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556129986
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344556131655
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344556131781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556132286
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556171417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556187445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556274529
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556283989
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556293953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344556309419
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344556309603
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556310245
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556457495
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556528899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556555728
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344556566641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556569547
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556572885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1344556575135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556582338
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556583538
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556602636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556633453
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344556633586
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556640097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1344556640135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556652214
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556652882
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556670142
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344556671956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556673738
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556724165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556737185
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556755020
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344556768004
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344556771865
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344556805619
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344556807322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556811305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556916155
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556916992
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556938571
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344556938714
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556958808
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556974179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556979736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556987778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344556990296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557019234
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344557019394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557029751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557054818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557067519
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557074066
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557083183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557101329
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344557106721
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557107622
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557131785
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344557131965
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557145520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557145620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557147615
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557151666
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557171614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557178057
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557194717
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557198113
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557203079
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344557205125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344557205317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557205922
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1344557216563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557222470
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557241576
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344557241751
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1344557255787
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1344557256297
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1344557257070
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1344557257434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1344557257767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1344557258081
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1344557258414
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1344557258715
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1344557259197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557274566
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557274727
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344557274785
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344557278327
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344557280425
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344557284590
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1344557285211
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344557290637
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344557297865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557300166
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557300255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557316080
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557340272
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344557340476
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557364068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344557378512
