what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1334692242919
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334692274371
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334692275044
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334692284763
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334692284923
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334692304331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334692304562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334692389745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334692391725
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1334692419250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334692421472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334692433807
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1334692433821
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1334692436633
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334692439373
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334692442524
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1334692462053
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334692464002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334692472807
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1334692472821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334692481456
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334692585346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334692595623
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334692596116
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334692596647
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334692597014
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334692597324
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334692597578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334692597909
